arm,seed,label,n_days,start,end,start_equity,end_equity,total_return,cagr,volatility,sharpe,sortino,max_drawdown,calmar,win_rate,turnover_per_cycle,total_costs,time_in_market,n_cycles,risk_free_rate
hmm_only,18,hmm_only/seed18,2765,2015-01-02,2025-12-30,100000.0,340353.82307151007,2.4035382307151005,0.11786781339164198,0.11841035411717449,1.002507112673614,1.3556812745693294,-0.1416703010568566,0.8319867503093542,0.5492040520984081,1.50284450803249,73353.9559,0.7818372694031167,571,0.0
hmm_only,19,hmm_only/seed19,2765,2015-01-02,2025-12-30,100000.0,252511.5621624284,1.525115621624284,0.08791777629049147,0.11844064246805838,0.7723821033279608,1.0258373313031615,-0.1703178227803507,0.5161983335347944,0.5430535455861071,1.4838510688402091,63106.625400000004,0.7778015740265769,571,0.0
no_decay,0,no_decay/seed0,2765,2015-01-02,2025-12-30,100000.0,313821.5660771375,2.1382156607713747,0.10964460804836396,0.11496797547607068,0.9646500588246405,1.28273424244732,-0.16079300308096484,0.6818991246351317,0.5542691751085383,0.8760625384000856,41915.077900000004,0.7713887836552973,571,0.0
no_decay,1,no_decay/seed1,2765,2015-01-02,2025-12-30,100000.0,309870.5499032968,2.098705499032968,0.10836636723359905,0.11716376504882528,0.938877556651594,1.2471239764433368,-0.13762709623099595,0.7873912201977644,0.5506512301013025,0.8592859532471233,40933.13710000001,0.7830825456198819,571,0.0
no_decay,2,no_decay/seed2,2765,2015-01-02,2025-12-30,100000.0,339599.9479104353,2.3959994791043533,0.11764233675647251,0.11602068545255176,1.0190602980881123,1.323521761184534,-0.17276458452002327,0.6809401190834795,0.5495658465991317,0.8308523620676186,45305.365099999995,0.7897713809651307,571,0.0
no_decay,3,no_decay/seed3,2765,2015-01-02,2025-12-30,100000.0,284810.6290909713,1.8481062909097132,0.09989592720042251,0.11486006454654354,0.8884502183724341,1.1898261641450811,-0.16306855119054278,0.6126008140202083,0.552821997105644,0.8545766387848235,39054.7452,0.7540461494653601,571,0.0
no_decay,4,no_decay/seed4,2765,2015-01-02,2025-12-30,100000.0,296716.9755232522,1.967169755232522,0.10400141162249299,0.11826736245370936,0.8978042875838375,1.1726188162020927,-0.17163936642944372,0.6059298270903671,0.5502894356005789,0.9486648632252775,46875.244699999996,0.7590925045614497,571,0.0
no_decay,5,no_decay/seed5,2765,2015-01-02,2025-12-30,100000.0,353753.2003865042,2.5375320038650417,0.12180150458827366,0.11198697146523529,1.0848900997118058,1.439050425034221,-0.13972521895875806,0.8717216941647817,0.5495658465991317,0.7497536452894205,39923.838299999996,0.784296279358466,571,0.0
no_decay,6,no_decay/seed6,2765,2015-01-02,2025-12-30,100000.0,300985.1437856468,2.0098514378564682,0.10543673771864004,0.12257074294960728,0.8811550046020181,1.145159979447017,-0.15883584144133137,0.6638094825567744,0.524602026049204,0.8988407203721016,42352.231199999995,0.815791963534545,571,0.0
no_decay,7,no_decay/seed7,2765,2015-01-02,2025-12-30,100000.0,306284.0986835181,2.062840986835181,0.10719317774112525,0.11456059254663557,0.9483368485656429,1.2613072209612297,-0.1484557286912421,0.7220548421143477,0.5524602026049205,0.8506584383464562,43268.742399999996,0.7586857979073661,571,0.0
