Date,full,no_pods,hmm_only,no_decay,no_bandit_a,no_bandit_b,no_bandit_c,buy_and_hold,static_40,benchmark_spx
2017-12-29,150337.11727280842,155497.41757235647,142987.31649426906,151300.94146438618,151581.28066945117,147737.24180398876,153092.6963010493,321094.150045947,135545.41230242472,138846.43369992246
2018-01-02,150296.78358117508,155410.7989026295,142951.79233243698,151281.83422461155,151609.67955408385,147708.89828382866,153138.1420353752,327064.9914110077,135524.1497100602,139840.2138045367
2018-01-03,151582.34282940134,156372.06310488255,144311.5433239955,152607.6503440921,153016.45195177788,149145.7206846356,154611.09637221083,340354.10502871923,135921.24547312214,140724.70631256283
2018-01-04,151815.8622197642,156473.88504964378,144389.00330334733,152827.07595249236,153254.74378661797,149271.80009640107,154861.01975205634,341897.6142632636,136095.9113711879,141317.8616909503
2018-01-05,152489.73817112105,157285.34148070877,145139.06325107315,153541.57613817177,153936.26145908263,150035.35573368723,155583.4586574936,344038.4036118541,136507.36739725072,142259.5888865069
2018-01-08,153600.26640381568,158592.2838766651,146153.04856700197,154706.20909723564,155142.93325756417,151066.17071668227,156789.34953979592,351517.7159960111,137341.48764166844,142519.72682638728
2018-01-09,154193.7712938187,159171.00468810464,146899.71822773232,155320.75132963742,155651.47390491297,151855.8197449322,157392.9371450918,351578.115308446,137446.95851580906,142842.30836200132
2018-01-10,154188.8357040972,159096.50915391766,146833.96744668452,155313.08486309854,155642.59627949435,151806.87743207422,157392.84991556237,353303.91452968126,137368.0480904803,142623.76029855525
2018-01-11,154737.02108072618,159639.40708927548,147212.78636669362,155835.43951945397,156214.93558577832,152217.2648249184,157966.83169906895,354159.2919326996,137657.51451581632,143664.40249051084
2018-01-12,155850.90027428087,160721.672272457,148254.85650865716,156932.2862421446,157317.07234077185,153263.85003688288,159079.31011396603,354049.6813100732,138221.60044853596,144600.92077786435
2018-01-16,156002.1178092942,160828.01764892918,148323.15789176687,157009.09194373482,157463.30751709317,153305.11080712025,159244.50440427236,351200.8262804539,138198.0235798319,144106.62613641538
2018-01-17,157130.3513409528,162164.32534055036,149397.65172517375,158223.19979701116,158660.83088577152,154486.70719473538,160443.9757987439,356977.5899160444,138963.58016104053,145480.2495939044
2018-01-18,157147.79943150087,162316.2362048864,149307.92358071083,158290.7671084167,158747.72386044785,154435.92217543148,160518.6269259975,356951.23866377864,139086.74415693578,145235.68411917295
2018-01-19,157507.17157324165,162637.66197329396,149704.89115283982,158628.38310104964,159102.08828671934,154803.97976808663,160852.4257523708,362706.2988224424,139313.61204421512,145896.4196555499
2018-01-22,158662.65250387578,163726.6401334952,150886.4714641491,159758.17947644688,160253.90841523322,155948.01787757166,162004.74173716438,367181.4939242042,140043.81900723506,147082.7304123248
2018-01-23,157592.99118675728,162663.45543697797,150003.51491228334,158583.04713707318,159196.158301293,155113.86880497384,160898.71132384162,371837.8487006589,139406.64983292323,147394.86700180234
2018-01-24,157644.22855424104,162564.5848323127,150128.41793400113,158613.08785239857,159224.51891059623,155127.8832134712,160937.00828224534,368801.53567946696,139367.23559836549,147337.69561697566
2018-01-25,158506.97910145918,163659.7958837853,150972.1114365874,159414.82129962798,160054.02160992945,155988.27328113705,161762.27740562064,370522.7772825742,140014.8106908036,147400.07591000546
2018-01-26,160560.7415505613,165962.22519663302,152704.1338047595,161363.65726302515,162094.73509543663,157883.10073256565,163795.35841874627,379471.44393403246,141167.7263916431,149106.69871951474
2018-01-29,160611.09391487704,165647.4043992715,152665.10716699512,161475.85093701287,162185.7248231827,157809.8627277009,163883.4232392048,382571.3400158549,141037.5324115097,148118.14560959043
2018-01-30,158846.92438039597,164011.01035572332,151013.69122390263,159668.3393584055,160388.7147136991,156124.1449261542,162065.3891851196,377125.7603634876,140247.24231148165,146598.83550079525
2018-01-31,158728.47580696494,164023.72441739164,150658.90516020375,159422.5796794677,160267.8977360067,155886.49772299666,161894.502220571,379986.59997130977,140195.90410997663,146671.73308590878
2018-02-01,158791.60422237136,163907.43024126868,150828.68634847616,159418.8987617873,160329.0782549053,156034.43835545433,161929.4484580914,374660.53420790343,140064.67487210105,146505.1927153033
2018-02-02,155969.27530742894,161212.10088358377,148131.00135136256,156672.6857216296,157493.85474543358,153206.80541556352,159086.30548667305,365778.2851771274,139003.02205848123,143315.8035436114
2018-02-05,148962.3618521978,154455.25439133792,141395.5731594596,149727.3455168589,150410.90817141434,146161.60807502142,151963.31369414553,340622.6537364684,136118.130870517,137321.9508558978
2018-02-06,151963.6914933207,156860.438383064,144323.86489306204,152569.65861884312,153420.82994440533,149312.80767447074,154937.654122032,353471.78167734935,136955.97029269126,140027.5265052508
2018-02-07,153229.8328221291,157868.70807289027,145562.45687764153,153838.3021257086,154717.6849524125,150653.4888081394,156223.79737718875,357138.8211636667,137288.95881262305,139267.84884274472
2018-02-08,150143.7122668203,154694.9064119473,142681.6436437108,150750.71719355154,151716.02080961835,147581.96580411078,153095.8160203626,341514.2476981245,135994.92437023716,134044.09163394343
2018-02-09,151287.97560169236,155768.9274691027,143646.32006413155,151901.1663281933,152819.4343562268,148569.86124189437,154182.03567831748,358241.7002927531,136711.51456735947,136057.63308148374
2018-02-12,152058.46155121844,156467.23292458424,144414.43208052,152652.66078789343,153640.32681213453,149296.29714585608,154918.9192717736,355275.9327381872,136926.4814234879,138055.54780441464
2018-02-13,152926.383135367,157347.15870821252,145239.58825439026,153509.84790044645,154518.34710789128,150180.14346682568,155783.52259654226,360740.88276950835,137293.5829741757,138398.98305932796
2018-02-14,154170.42872048944,158489.22646192223,146342.83439858153,154769.30405872586,155682.8429373238,151481.5625168432,157010.01902544594,370563.167327071,137729.16368059558,140266.85594204892
2018-02-15,155459.35745133055,159654.56478557066,147459.40032980003,156036.65165643295,156993.69666136723,152691.27501514443,158313.6460728739,377532.15413706226,138326.5488216661,142056.6946774005
2018-02-16,156046.54755988353,160195.20207360215,147971.50858446053,156578.67967798255,157592.38840658328,153129.76488595607,158889.65406719028,375642.6122633196,138530.82796643232,142098.3026403216
2018-02-20,152889.39049990344,156718.71472288968,144755.9191697734,153869.26032318265,154489.83016495657,150445.9248420469,155788.95613911859,377390.08687059657,137361.9371072722,141208.58313760554
2018-02-21,151857.44062981146,155686.59633109235,143745.4868233101,152948.36724071877,153448.8808133422,149536.24640103878,154765.85653563816,368534.25738261145,136864.02905184685,140506.1582491168
2018-02-22,151944.7444670395,155670.39066634822,143826.54999369252,152991.0741458733,153529.40311935425,149626.55481842556,154836.15955872138,369698.6794824411,136919.2004501279,140688.2982146014
2018-02-23,153121.23434694836,157012.3626454279,144933.66420066712,154247.64052783797,154724.65436148838,150809.53041130147,156071.19608089558,375659.7297906173,137410.11758765153,142930.74223929012
2018-02-26,153465.05722367653,157358.7126913365,145223.9383915406,154603.7288985818,155092.04792839842,151124.17205455902,156432.7382034682,376974.98933905154,137546.8154477764,144590.54817767514
2018-02-27,152600.15105399658,156460.7830827586,144438.2907686405,153745.38960304658,154241.74351640974,150276.8153085537,155556.61616769314,374851.20437652693,137238.4534861413,142785.0736744708
2018-02-28,151892.7795437702,155783.31396091048,143791.8428715718,153042.76356679955,153504.54674584957,149607.46296020277,154832.08091108574,369385.97095161007,136949.17689761106,141338.65210754573
2018-03-01,151629.98258760048,155291.8527789833,143189.4268058089,152740.23918923715,153236.83985647323,149056.87448016583,154489.09170801973,358080.9140785458,136653.35553437745,139283.4846105975
2018-03-02,151629.00551431844,155408.19472236122,143315.29691930412,152743.43177630083,153212.4529086065,149140.60526491574,154473.8388303467,362643.5663220452,136727.66734593597,140001.4910074786
2018-03-05,152618.10312255574,156296.90826354566,144087.1198316898,153743.52288526282,154216.6487466982,149980.80773479556,155434.71342994322,363293.73999197985,137009.85487104318,141619.6166369952
2018-03-06,151954.79347125083,155765.95100127367,143653.17031460852,153109.7376954082,153563.58116277066,149475.67728365317,154870.76320746675,369073.1391279824,136898.96879536568,141978.63340030087
2018-03-07,151847.0914543231,155677.59869707763,143543.67001834261,153009.6514682845,153433.6459279615,149324.7353651506,154704.52057722228,368390.76867793704,136854.5576850351,141926.58953448664
2018-03-08,152537.19983550045,156474.01764897944,143908.72461740888,153773.70764047542,154168.02138698756,149876.8615768266,155421.65883663035,368787.7256394478,137147.9168190461,142613.37865512265
2018-03-09,153502.0291484671,157555.0474150125,144966.04684105184,154761.53765340388,155170.96597964643,151011.3439690935,156458.4972836462,374857.9896104979,137649.49602288904,145095.1973328265
2018-03-12,153360.27947093383,157372.4424519366,144974.9262952527,154627.84490328282,155021.44842721577,150920.2319571073,156325.45128889213,378766.96332291863,137566.6299382731,144913.0754538287
2018-03-13,153514.59857598384,157565.29870216703,144830.5043221395,154819.46684189345,155186.71799062198,150896.29336370382,156463.7438226551,376652.2869360162,137590.29138140276,143976.56620971859
2018-03-14,153566.32845598742,157579.32494644105,145055.15821017622,154808.05160229228,155256.25231022172,150934.79558463415,156523.68817246702,377358.7969310491,137540.59541548308,143237.724180025
2018-03-15,153646.90491655556,157691.63856711827,145196.60138621912,154921.27379929114,155362.84536293097,151075.91170532722,156639.64475311578,378215.4225435476,137616.00702605292,143081.71014474667
2018-03-16,154514.61518004298,158538.85059875107,146068.2836035746,155815.75355452436,156248.62820192619,151979.78261213846,157540.8641941744,380602.30851265485,138011.4882307353,143236.7655962237
2018-03-19,152785.81465645542,156657.20215005724,144398.9510832403,153998.5532919499,154486.76260715158,150310.87931552058,155763.11049099633,369189.10083788045,137231.43692882758,141298.75331762875
2018-03-20,153626.80659626264,157596.76238546253,145239.23706481047,154899.00572728744,155346.6008803647,151120.75787823708,156632.06966183003,378447.25833223056,137641.95613106966,141539.12272741878
2018-03-21,153556.20293330777,157507.03458200605,145146.40546779623,154808.8460169136,155276.1609351419,151046.16646104676,156559.57783138615,377421.4581010305,137596.30431392946,141267.4184792193
2018-03-22,151378.01958947262,155315.5585838982,142980.1466172214,152792.32891983824,153242.5766896114,148839.59261941645,154406.30351449837,368192.4509452395,136613.50852161372,137736.12236075007
2018-03-23,148893.65327639368,152760.63756467812,140643.99205939347,150277.85901488247,150724.58377494835,146447.70600197063,151898.75083205214,356663.7989285754,135384.83623446635,134800.35095044124
2018-03-26,151686.62853102898,155648.36693401978,143281.9014571607,153114.2746589892,153564.31668910524,149143.8835489939,154705.3780846349,371010.4205270157,136758.58668920715,138488.36647717466
2018-03-27,149843.9177480526,153777.7060805748,141552.7597145723,151249.80235942444,151616.84149747848,147473.43592255315,152878.00731504319,350677.240369929,135800.76418441322,136132.39357473934
2018-03-28,150433.23988793138,154593.3337692303,142175.54279438517,151982.7311343248,152218.44829161698,148266.50656388493,153434.30782032828,346767.68444340304,135945.5921786451,135730.1862809161
2018-03-29,151580.50370491474,155709.9470860677,143292.33249319994,153080.13853357185,153393.40210120147,149327.05349019304,154614.6745376044,358612.64793374564,136530.50372729974,137464.5085449847
2018-04-02,148146.8285849626,152211.98722955366,140112.4247493786,149889.2759890553,149919.38573804445,146042.9688523967,151115.68815068534,345260.0346316423,135491.44242744014,134497.37516653622
2018-04-03,150275.6439701997,154425.78665477343,141983.9759187242,151706.5178617952,152074.32894862592,148111.78024801018,153290.2609690638,351214.3294925597,136034.4311116572,136221.22535473813
2018-04-04,151268.30760599003,155466.52429433362,142848.30814330914,152596.50762637667,153079.38500452062,149092.92467074044,154305.24672519387,353309.66831468913,136365.22043610676,137678.66159213436
2018-04-05,151821.58466928505,155932.4836051197,143442.53787346854,153276.8495340556,153638.1067315693,149639.61117266418,154839.37965482092,349395.82458220405,136622.28429854068,138765.252503847
2018-04-06,150375.05987847815,154416.48805113946,142082.86007627836,151842.22189573428,152171.89051659213,148227.0072623365,153355.95303733306,340027.608177723,135814.52466964725,135672.71646905696
2018-04-09,150492.88335911778,154623.6350977308,142153.88791731192,151882.35959091486,152290.47737850668,148316.3514465467,153490.22144688733,341730.91240504436,135922.13655344344,136341.40101638975
2018-04-10,151061.50225057153,155281.75700541076,142659.23848131043,152400.51791246384,152878.04606606736,148845.1690924795,154113.49341032928,355409.6785588032,136358.05029206007,138509.24732620417
2018-04-11,150431.77106632045,154628.63350470416,142062.6253090725,151739.48330985184,152235.54764085117,148232.99441956801,153464.41576823464,352614.0703046155,135989.15980699658,137783.12913998592
2018-04-12,150366.29542504332,154790.78465350598,141838.34030967468,151650.19507979398,152219.9154141437,148029.03037913542,153606.9861446801,361778.92857368395,136147.73539877476,138916.7087444476
2018-04-13,150511.9182541246,154650.98554420428,142014.23767521844,151783.03578193905,152332.91580304713,148204.14037985582,153553.00702155597,357956.1657269992,136090.6297058285,138509.24732620417
2018-04-16,151362.56923303433,155418.0996410689,142893.02374419838,152645.191035179,153166.00301874403,149080.99622361944,154303.98987499176,358753.14027253294,136365.6124317203,139648.01775238218
2018-04-17,151932.56501452753,155931.7093627811,143347.11300069914,153201.90902456737,153728.59490503394,149696.05385706207,154831.411144848,365191.17899886606,136543.01468487782,141142.0700823382
2018-04-18,151267.0381629995,155255.64286012965,142647.9695884098,152522.23802492526,153046.39124110073,149084.18489005393,154145.86876144918,362933.1662885554,136267.19663745206,141246.5466734332
2018-04-19,150992.97102435006,155151.6019076637,142374.7320150262,152239.94493900315,152769.48606480838,148860.10979290478,153955.86836848414,356244.1917216286,136260.11249910036,140462.9496321124
2018-04-20,149932.60055197548,154305.55941450733,141353.80437031534,151154.49646451272,151673.23306450289,147844.52724505894,152941.12672987272,355040.3294182696,135947.6371555699,139271.909259035
2018-04-23,149676.9116421921,153972.33677789874,141114.6359567379,150905.09906410187,151412.03202313636,147565.06372177793,152663.16149613875,349786.0263486588,135813.79661155905,139251.05553973568
2018-04-24,150046.5952511346,154139.73137799962,141506.05298919,151307.09888035775,151817.75681121674,147917.44520693077,152982.12264069714,347048.58608738997,135861.92447972583,137375.69485147274
2018-04-25,149275.75384218537,153478.14409897762,140666.70137165376,150515.68405382533,150992.9517969915,147219.8227539622,152260.34550151404,342153.52290332416,135686.3512128584,137715.23246847713
2018-04-26,150723.0306651007,154948.55196530645,142279.55402378354,152041.1318978144,152443.75921474333,148891.71197956425,153797.33446945818,352011.559655516,136355.0544143702,139115.19889401423
2018-04-27,150589.971813732,154848.65801336867,142256.45955758248,151915.65263626925,152244.18761988502,148943.8874033339,153685.34543350164,352947.5798073688,136338.46560089767,139245.81045855893
2018-04-30,150650.88228328407,154778.97483604788,142250.04215455375,151921.3871025801,152386.4002780959,148898.55875037547,153799.36519991743,351180.31895010767,136266.86585000635,138174.91861740293
2018-05-01,150109.61514612165,154251.22937679425,141641.75895144392,151320.59740007835,151791.54668328157,148312.22312259514,153190.0265575121,352965.35485215194,136032.58035300602,138420.44267593563
2018-05-02,149269.3833179762,153274.97965216948,140807.44300472245,150389.7667848857,150931.01495824364,147559.78645933227,152360.15344507992,351064.6084276458,135595.7106750941,137490.66160492122
2018-05-03,149249.21609374642,153290.3655464523,140650.51739470294,150329.20017621957,150897.3550736921,147446.58948224355,152282.22247057135,357462.5337394282,135585.01614037447,137187.61347506894
2018-05-04,150572.98569684156,154700.092377192,141978.95122663263,151667.27563386023,152265.86335305107,148759.42344626394,153681.76627834904,364882.0621955307,136211.8049007748,138963.71552368344
2018-05-07,150438.54429730965,154413.64748134086,141493.859539405,151532.42681258713,152151.62949669317,148567.6595069691,153511.4921863401,374263.6055255389,136047.86431639554,139433.8827917193
2018-05-08,149018.93955517747,152979.63577284687,140313.27238303423,150237.89980416233,150895.34925259047,147190.4706241569,152391.35752188246,375746.31164346996,135733.02044692976,139433.8827917193
2018-05-09,148531.5418608506,152249.19918975313,139420.87889264178,149766.81216259347,150456.40498169634,146606.08622932943,151961.35676879255,381277.39805537264,135507.77070905996,140781.61544333067
2018-05-10,150245.54510329146,153894.46416669225,140820.49760020766,151400.0181297225,152122.55085592883,148141.69597180808,153578.06770000613,386864.69865803473,136159.71655805391,142097.99517004573
2018-05-11,150522.32645778818,154331.35698074783,140685.8210457955,151552.30752935275,152402.34585206234,148174.16525295278,153877.4745400232,381655.0169186574,136303.15755970072,142531.56443200863
2018-05-14,150089.70271513896,154084.58517214362,140533.46651624856,151183.08945896744,151964.78642576066,147874.68209224785,153402.89743138742,382419.0734785001,136216.26385545766,142599.47014676084
2018-05-15,148630.1646691956,152798.6174914409,139114.60206161422,149696.04734270356,150492.60905855184,146411.64896081132,151889.5676247908,371636.3776493339,135612.11765935284,141617.43721533383
2018-05-16,148645.45368486084,153031.3254735144,139105.15384399233,149625.08141825194,150461.16623113077,146191.81277035974,151772.27474484226,372316.8774798015,135692.6898191261,142212.91670727718
2018-05-17,146431.56985783493,150818.4953811226,136998.94352300782,147351.9068385738,148232.95362343566,144048.90685963386,149504.04004930094,373037.4350238835,135159.5007234508,142092.81339157285
2018-05-18,146231.9486558268,150572.422437069,136789.05010720674,147086.02166680168,148011.85108875157,143828.29226045232,149269.5377184642,370454.5819714576,134764.4302615232,141737.54957428158
2018-05-21,147374.40035564092,151574.85740067318,137729.1279461911,148274.7726569773,149255.2698869606,145056.34582406472,150490.11149943472,369961.2301984355,135224.45734437424,142803.1872910174
2018-05-22,146295.43001928178,150434.39809117455,136699.61007604407,147167.78871700395,148163.41461738155,143994.8592356452,149381.5802953029,368060.81940835953,134996.23443062702,142406.1889053973
2018-05-23,146596.62819794595,150686.4605591489,136944.61589811507,147419.59749957419,148463.11790644465,144283.67790167866,149669.52970631863,373189.7962406764,135130.0883843833,142797.9964693011
2018-05-24,146199.73763516816,150415.16528692885,136717.70502265825,147093.4923492138,148113.56475831004,144143.94922806692,149258.2891840679,372800.3212404588,134893.89288985118,142505.44754504575
2018-05-25,146651.5150928319,150780.54918359622,137201.1373543002,147582.04964385775,148608.1973839107,144653.05226566677,149606.3090308742,374407.94298136845,134965.73030737432,142165.90992804134
2018-05-29,146075.6254455492,150518.46261369972,136908.9988540315,146962.70588094366,148097.6206742356,144539.47641794718,149067.43239722375,371864.1685827881,134199.86311016476,140530.8734333514
2018-05-30,147716.0410780203,152240.23645387212,138403.59539481043,148599.05554765894,149738.7751502144,146107.5221712112,150794.46198248563,378309.02765014156,135159.09455073712,142406.1889053973
2018-05-31,146835.65582817458,151195.4468868543,137386.74925764507,147680.34336162324,148926.4114391214,145061.92095040975,149889.5409050871,376443.1025896772,134672.826775976,141533.87764624204
2018-06-01,147628.3545970151,151994.93867452382,138300.6206922848,148468.30584169837,149766.35707729982,145858.95678657255,150731.38752448634,382392.7814277126,134971.95752377989,142923.37199591243
2018-06-04,148691.1275132941,153031.60020825834,139362.6911148177,149647.28739356174,150698.21976783397,146975.063941429,151783.03727404028,390421.3641050415,135552.28733806248,143602.44722992124
2018-06-05,148052.51239094243,152334.2090300735,138805.47700903614,149016.16024892495,150083.5908327833,146325.25849619778,151137.26733306068,389741.51385723636,135139.97083542155,143706.96903723324
2018-06-06,148245.01889080674,152696.45820333497,139177.67158508938,149217.54392385736,150327.8619744705,146562.27515695727,151373.84194773968,390307.7418881679,135208.50202255457,144908.41818347346
2018-06-07,148137.90313403372,152749.10931111348,138939.4436643262,149054.0858132941,150240.68777805247,146340.00060903115,151291.7918144488,388420.89321432187,135294.00289384564,144892.7824156207
2018-06-08,148357.4525771321,153075.5943593348,139058.3805042086,149206.22579757933,150472.45896764248,146471.52713417984,151522.6970918053,387984.23407476145,135368.1312924613,145321.11563965023
2018-06-11,147475.32548945904,152092.17694233588,138301.14402605192,148379.88781045124,149567.73872072535,145671.97268763723,150613.62160279107,385583.6075033268,135006.1312897254,145514.41496750058
2018-06-12,147848.89680535084,152437.5911481401,138701.89467491358,148819.09437049794,149979.2162381885,146173.8905767686,151064.68109838635,387709.55208227277,135102.97953725996,145702.46017093075
2018-06-13,147802.78988139573,152387.07316746243,138655.4120545892,148763.10840802122,149926.7348609334,146107.76507798836,151004.97909018345,387408.50964906777,135069.27742570295,145237.51085434138
2018-06-14,148728.08776825407,152921.21446135183,139732.67285298673,149706.0927456436,150966.6307806075,147113.62382192916,152020.4833223342,391578.1362737923,135149.7612913635,145603.1924880389
2018-06-15,148628.34965898984,152953.76121322595,139581.42956469677,149577.35899239263,150852.057585838,146979.96413740332,151905.6888204987,390010.0771631476,135146.36365464242,145417.4080954608
2018-06-18,148295.31911951402,152436.10786080698,139519.58618515357,149239.98734027887,150572.11652384693,146766.12327551236,151613.726152132,389663.64692871476,134964.02287359734,145118.32994946468
2018-06-19,148330.1955327478,152956.721960333,139290.39618789978,149175.18319733866,150552.63960109375,146651.321994138,151597.44800308766,385357.57377040567,135148.78850619658,144562.08909066953
2018-06-20,148478.063764286,152880.1288903815,139577.26886707853,149350.81168149825,150742.57659155742,146875.37305599853,151783.45302613097,387373.5359253472,135132.79845925368,144808.76164111507
2018-06-21,148054.0229816599,152041.77094734448,139284.1056707658,148912.50338128206,150287.1850146384,146486.0911540164,151312.3089841019,382201.2804815539,134907.1839588945,143900.98278131284
2018-06-22,148041.75967079878,151721.6546879373,139443.33895160427,148868.96996229375,150164.46085846546,146584.55642421835,151148.59316315674,375913.74218823825,134755.44073507332,144163.3272725848
2018-06-25,147589.7932964982,150661.2548727251,139097.63349378324,148335.04135356145,149593.06310892027,146116.48700643395,150533.28627345077,364257.6536967773,134432.25734372798,142200.88015030086
2018-06-26,147959.0708830686,151048.67943952343,139350.54039936865,148702.90786174563,149993.29936173296,146399.84201459447,150943.10828200862,367124.7599976306,134526.10168655735,142515.72971280088
2018-06-27,147569.12151754842,150283.2178655354,138973.92466077488,148260.76120335545,149545.10334804133,145936.6729748893,150467.53723560425,360480.01956002804,134225.43998442852,141335.05289666928
2018-06-28,147301.7450446695,149820.18019519636,138975.6288490289,147822.2269109293,149258.03341463738,145825.38262751757,150157.31219241963,365894.8223050736,134203.25501557044,142143.13904113948
2018-06-29,146804.1931293488,149384.75029810512,138382.8118169695,147414.95726775817,148754.0120200261,145260.665976666,149662.70259188703,361433.38091948605,133944.75302064995,142347.80572595395
2018-07-02,147529.7515944242,150075.28683916474,139111.0773276279,148103.17489685502,149476.7686312312,146045.31339787715,150367.53375411563,367254.7000074549,134092.561654833,142652.1470396136
2018-07-03,147384.56246065843,150132.8981233674,138952.7707380505,147976.2146477559,149367.80719028524,145945.72750971763,150213.71615269032,361462.7176274321,133998.03164303018,142148.4202952899
2018-07-05,148558.3939867035,151323.9677889436,140308.77909404182,148968.17364969343,150581.43880764543,147312.21505823152,151367.17141165741,368247.34681103093,134503.95485651388,143308.04444076717
2018-07-06,149424.28371079385,152282.8442844132,141121.45377029962,149874.92745163952,151408.21550619445,148163.99843252497,152209.8409091923,373592.1485530913,135050.54249707417,144520.16461422908
2018-07-09,148935.9685260298,152685.7602042212,140796.76389217807,149436.60355856264,150816.94139372936,147411.85135439827,151664.84159626922,376082.9420343532,135480.3901616024,145821.49638391292
2018-07-10,150801.6415284387,154643.38562120634,142567.4784113657,151269.54887021883,152691.32972253012,149253.5859674068,153583.37526331487,380998.4291407374,136222.20272259339,146346.2396259173
2018-07-11,149956.41929036417,153431.8627347389,141756.87979402693,150339.45699288504,151918.20506126672,148558.56404624967,152807.47388663763,374841.960704295,135761.63862822295,145275.74568747127
2018-07-12,150911.72371909386,154417.19012550608,142560.33037983978,151404.6480071728,152853.15932359794,149431.31942172832,153674.3044694305,379130.6217876783,136220.57402701513,146592.81270068538
2018-07-13,150455.9343112791,153773.188275109,142563.32543830737,150818.21827854222,152444.6531278477,149106.84396402058,153338.4698482189,377130.31712555577,136070.22955869904,146708.27683252134
2018-07-16,150861.20399720306,154845.71913641808,142806.38407577225,151048.71681193498,152816.56230604797,149424.90100906527,153723.84518126864,377185.92615966726,136393.6494664482,146577.05937066828
2018-07-17,153552.2404624571,157298.34276530548,144987.32992170184,154012.84593657995,155438.9446345261,151950.82341095564,156477.73694494495,384004.8168451035,137451.6080804672,147170.02484094418
2018-07-18,153045.42087293917,157003.85748893386,144562.4649064841,153400.19331564198,154941.43322636583,151462.53053237268,155952.1620629137,381856.5126788275,137214.32403077316,147479.6112357806
2018-07-19,151400.36415472295,155228.70559066097,143238.0763840769,151684.74495974384,153340.00378594437,149933.84756620714,154279.90666588844,381308.60387951415,136714.57421289672,146923.34324725522
2018-07-20,151370.2962420298,155213.15468260433,143218.07229310102,151632.64227430313,153319.910824142,149855.11696322676,154263.9568287217,380638.9538383128,136750.61326664232,146755.46447662532
2018-07-23,151483.7097034347,155265.5131328091,143304.9949008682,151722.64720108526,153434.20971188843,149941.23902432696,154411.47398675262,379667.8489256893,136751.36828375232,147028.3805194415
2018-07-24,152474.859674122,156248.85732354215,144313.14836820136,152741.8270450779,154453.4255115348,150983.82070242838,155408.1033263859,380178.2931736781,137203.61815832794,147768.19921942317
2018-07-25,152124.88992871612,155876.96094570006,143925.33174463754,152343.7575225927,154096.55675296235,150569.62130708544,155081.59852193546,383097.376262695,137052.89077777645,149027.58842617978
2018-07-26,152618.3120730032,156410.11083136505,144417.65058756404,152844.57296847607,154608.93615552236,151097.54375811497,155565.105224117,386544.857532676,137334.0613853194,148675.98712246882
2018-07-27,152684.77462225297,156329.2673379294,144436.8456497933,152892.6721127766,154669.1147134756,151092.78890565527,155651.00636984012,384066.76446685655,137240.80263115506,147668.48841760433
2018-07-30,152855.9484039283,156395.61636801195,144600.30818129127,153048.70751991047,154835.7427256957,151225.1994685981,155817.17912512962,376392.57404523535,137112.26290009276,146897.14497110166
2018-07-31,152905.05566522246,156711.99614943066,144641.07193831704,153139.30824601892,154905.6729763365,151306.6474006643,155866.41486908114,376949.9053965722,137257.3726137316,147621.31885998714
2018-08-01,152760.47160542148,156510.15918229969,144498.90943634431,152985.1754750536,154757.85806978084,151194.50214713352,155724.75979468302,378696.8974312023,137206.53369109216,147374.6643960284
2018-08-02,153216.16107199626,157046.39216603173,144907.02648195467,153448.70644069448,155236.1929375673,151663.09563395273,156178.0740464421,383284.6615625569,137551.53003856033,148177.50545932187
2018-08-03,154245.75800429558,158112.24169282868,145778.70295063977,154495.53379225085,156243.74931941956,152589.21863933053,157230.21986460467,385847.5838936547,138143.62477904267,148812.4315790118
2018-08-06,154390.19310093953,158282.0653361674,145905.7811368035,154633.15681894176,156398.7177915259,152719.1105112171,157371.77031310982,387839.9803089,138241.43730594564,149358.15514572323
2018-08-07,154501.15072697838,158487.207503127,146016.30496194147,154747.62722364353,156539.42710012486,152825.86669118836,157487.2213513942,390812.7244256497,138357.24154689786,149851.31938174617
2018-08-08,154648.57856191968,158673.54725930965,146187.12772807106,154894.4593877778,156728.02883053228,152985.95621730405,157641.7990751194,392300.0666077196,138438.37131216552,149788.3874508685
2018-08-09,154175.4742079713,158155.90855655394,145651.0860913264,154414.82764512105,156170.89269760952,152461.93239979242,157140.83131710516,390003.5207819914,138208.24043818557,149583.72980929745
2018-08-10,154829.66200047382,158453.70395488266,146242.5760168813,155080.9787604657,156757.7871699362,153008.28070414887,157782.24711421542,388109.826914312,138226.14013561042,148581.51235858334
2018-08-13,154234.19473399906,157943.64788721636,145627.1595209169,154488.75526855295,156154.91516287526,152391.67572020012,157180.09324637768,388652.0600603157,137985.27036582533,148025.36193222227
2018-08-14,155643.80087968786,159225.64808698822,147016.81334034746,155926.642623678,157619.18737300206,153804.50742159813,158672.6312507019,394654.180787762,138588.71799120755,148969.8473170184
2018-08-15,155198.39402323455,158937.63564027828,146525.19351299448,155464.25954734936,157135.33343251058,153330.41450716215,158170.37963536676,392117.7978187949,138485.30768579285,147857.44698861873
2018-08-16,163778.454184303,166428.94184870797,155086.81222592297,164071.88215740482,165663.4042037406,161651.82086171405,166666.5724650645,393829.7501455043,141194.5880502382,149053.80478882015
2018-08-17,163069.33776280266,165853.60434625833,154213.2961397694,163364.77872702625,164969.89876800502,160775.4663093136,165903.53076565225,381189.9284776018,140820.6551028839,149578.4937713641
